date,sku,qty,amount,region
2025-07-19,WIDGET-1,2,41.66,west
2025-08-20,WIDGET-PRO,5,197.90,east
2025-09-21,CABLE-USB,2,43.88,north
2025-10-22,DOCK-HDMI,7,192.80,south
2025-11-23,KEYCAP-SET,4,113.16,eu
2025-12-24,INVOICE-PAD,11,134.79,apac
2025-01-25,WIDGET-1,1,21.07,west
2025-02-26,WIDGET-PRO,1,23.56,east
2025-03-27,CABLE-USB,5,21.91,north
2025-04-28,DOCK-HDMI,8,79.19,south
2025-05-01,KEYCAP-SET,1,36.29,eu
2025-06-02,INVOICE-PAD,7,126.55,apac
2025-07-03,WIDGET-1,10,681.72,west
2025-08-04,WIDGET-PRO,11,301.43,east
2025-09-05,CABLE-USB,2,164.78,north
2025-10-06,DOCK-HDMI,13,652.44,south
2025-11-07,KEYCAP-SET,11,370.53,eu
2025-12-08,INVOICE-PAD,8,96.24,apac
2025-01-09,WIDGET-1,4,228.74,west
2025-02-10,WIDGET-PRO,5,298.69,east
2025-03-11,CABLE-USB,8,216.35,north
2025-04-12,DOCK-HDMI,7,34.31,south
2025-05-13,KEYCAP-SET,8,389.82,eu
2025-06-14,INVOICE-PAD,13,736.68,apac
2025-07-15,WIDGET-1,6,446.98,west
2025-08-16,WIDGET-PRO,7,351.07,east
2025-09-17,CABLE-USB,10,87.79,north
2025-10-18,DOCK-HDMI,4,136.16,south
2025-11-19,KEYCAP-SET,10,496.83,eu
2025-12-20,INVOICE-PAD,13,509.89,apac
2025-01-21,WIDGET-1,6,262.16,west
2025-02-22,WIDGET-PRO,8,330.35,east
2025-03-23,CABLE-USB,1,17.84,north
2025-04-24,DOCK-HDMI,5,378.72,south
2025-05-25,KEYCAP-SET,8,204.78,eu
2025-06-26,INVOICE-PAD,4,104.74,apac
2025-07-27,WIDGET-1,9,472.53,west
2025-08-28,WIDGET-PRO,7,205.31,east
2025-09-01,CABLE-USB,11,885.52,north
2025-10-02,DOCK-HDMI,11,221.31,south
2025-11-03,KEYCAP-SET,13,851.14,eu
2025-12-04,INVOICE-PAD,12,933.98,apac
2025-01-05,WIDGET-1,9,715.81,west
2025-02-06,WIDGET-PRO,3,172.31,east
2025-03-07,CABLE-USB,1,64.58,north
2025-04-08,DOCK-HDMI,9,630.33,south
2025-05-09,KEYCAP-SET,9,702.47,eu
2025-06-10,INVOICE-PAD,11,691.96,apac
2025-07-11,WIDGET-1,3,234.52,west
2025-08-12,WIDGET-PRO,6,520.03,east
2025-09-13,CABLE-USB,5,357.25,north
2025-10-14,DOCK-HDMI,10,605.71,south
2025-11-15,KEYCAP-SET,2,82.07,eu
2025-12-16,INVOICE-PAD,12,727.44,apac
2025-01-17,WIDGET-1,1,47.71,west
2025-02-18,WIDGET-PRO,11,592.10,east
2025-03-19,CABLE-USB,3,78.83,north
2025-04-20,DOCK-HDMI,2,41.94,south
2025-05-21,KEYCAP-SET,10,341.77,eu
2025-06-22,INVOICE-PAD,3,96.74,apac
2025-07-23,WIDGET-1,8,308.41,west
2025-08-24,WIDGET-PRO,3,155.49,east
2025-09-25,CABLE-USB,4,100.83,north
2025-10-26,DOCK-HDMI,7,352.56,south
2025-11-27,KEYCAP-SET,9,319.38,eu
2025-12-28,INVOICE-PAD,10,850.82,apac
2025-01-01,WIDGET-1,5,52.19,west
2025-02-02,WIDGET-PRO,5,343.17,east
2025-03-03,CABLE-USB,8,281.65,north
2025-04-04,DOCK-HDMI,8,211.51,south
2025-05-05,KEYCAP-SET,8,629.53,eu
2025-06-06,INVOICE-PAD,3,265.14,apac
2025-07-07,WIDGET-1,2,34.94,west
2025-08-08,WIDGET-PRO,13,138.81,east
2025-09-09,CABLE-USB,8,89.75,north
2025-10-10,DOCK-HDMI,9,108.01,south
2025-11-11,KEYCAP-SET,3,87.36,eu
2025-12-12,INVOICE-PAD,3,227.92,apac
2025-01-13,WIDGET-1,6,114.23,west
2025-02-14,WIDGET-PRO,12,44.01,east
2025-03-15,CABLE-USB,9,659.95,north
2025-04-16,DOCK-HDMI,9,189.83,south
2025-05-17,KEYCAP-SET,9,162.07,eu
2025-06-18,INVOICE-PAD,6,477.77,apac
2025-07-19,WIDGET-1,2,9.35,west
2025-08-20,WIDGET-PRO,2,55.93,east
2025-09-21,CABLE-USB,10,135.41,north
2025-10-22,DOCK-HDMI,9,679.64,south
2025-11-23,KEYCAP-SET,7,382.18,eu
2025-12-24,INVOICE-PAD,10,238.30,apac
2025-01-25,WIDGET-1,12,261.28,west
2025-02-26,WIDGET-PRO,7,50.76,east
2025-03-27,CABLE-USB,10,749.00,north
2025-04-28,DOCK-HDMI,7,348.06,south
2025-05-01,KEYCAP-SET,5,331.82,eu
2025-06-02,INVOICE-PAD,4,144.38,apac
2025-07-03,WIDGET-1,2,75.11,west
2025-08-04,WIDGET-PRO,8,54.08,east
2025-09-05,CABLE-USB,9,203.82,north
2025-10-06,DOCK-HDMI,4,42.14,south
2025-11-07,KEYCAP-SET,11,400.45,eu
2025-12-08,INVOICE-PAD,1,30.60,apac
2025-01-09,WIDGET-1,9,552.57,west
2025-02-10,WIDGET-PRO,9,39.52,east
2025-03-11,CABLE-USB,12,745.57,north
2025-04-12,DOCK-HDMI,3,102.51,south
2025-05-13,KEYCAP-SET,6,150.29,eu
2025-06-14,INVOICE-PAD,4,97.17,apac
2025-07-15,WIDGET-1,11,731.77,west
2025-08-16,WIDGET-PRO,2,122.64,east
2025-09-17,CABLE-USB,1,36.92,north
2025-10-18,DOCK-HDMI,2,8.93,south
2025-11-19,KEYCAP-SET,1,50.64,eu
2025-12-20,INVOICE-PAD,4,93.38,apac
2025-01-21,WIDGET-1,5,153.63,west
2025-02-22,WIDGET-PRO,8,354.31,east
2025-03-23,CABLE-USB,12,113.28,north
2025-04-24,DOCK-HDMI,4,25.30,south
2025-05-25,KEYCAP-SET,3,235.26,eu
2025-06-26,INVOICE-PAD,1,49.15,apac
2025-07-27,WIDGET-1,5,349.90,west
2025-08-28,WIDGET-PRO,2,119.82,east
2025-09-01,CABLE-USB,4,218.66,north
2025-10-02,DOCK-HDMI,12,893.68,south
2025-11-03,KEYCAP-SET,7,56.05,eu
2025-12-04,INVOICE-PAD,12,182.02,apac
2025-01-05,WIDGET-1,7,621.43,west
2025-02-06,WIDGET-PRO,5,443.24,east
2025-03-07,CABLE-USB,6,169.04,north
2025-04-08,DOCK-HDMI,1,26.81,south
2025-05-09,KEYCAP-SET,5,185.34,eu
2025-06-10,INVOICE-PAD,12,187.88,apac
2025-07-11,WIDGET-1,6,532.14,west
2025-08-12,WIDGET-PRO,5,286.21,east
2025-09-13,CABLE-USB,1,44.85,north
2025-10-14,DOCK-HDMI,10,124.27,south
2025-11-15,KEYCAP-SET,10,853.72,eu
2025-12-16,INVOICE-PAD,2,57.76,apac
2025-01-17,WIDGET-1,5,205.07,west
2025-02-18,WIDGET-PRO,7,587.27,east
2025-03-19,CABLE-USB,8,490.29,north
2025-04-20,DOCK-HDMI,11,251.06,south
2025-05-21,KEYCAP-SET,2,169.56,eu
2025-06-22,INVOICE-PAD,9,206.80,apac
2025-07-23,WIDGET-1,9,793.01,west
2025-08-24,WIDGET-PRO,11,974.47,east
2025-09-25,CABLE-USB,9,625.05,north
2025-10-26,DOCK-HDMI,1,19.82,south
2025-11-27,KEYCAP-SET,4,142.61,eu
2025-12-28,INVOICE-PAD,12,232.55,apac
2025-01-01,WIDGET-1,10,654.91,west
2025-02-02,WIDGET-PRO,1,41.41,east
2025-03-03,CABLE-USB,8,655.02,north
2025-04-04,DOCK-HDMI,1,59.39,south
2025-05-05,KEYCAP-SET,11,492.71,eu
2025-06-06,INVOICE-PAD,13,1052.23,apac
2025-07-07,WIDGET-1,2,135.85,west
2025-08-08,WIDGET-PRO,12,355.69,east
2025-09-09,CABLE-USB,13,433.64,north
2025-10-10,DOCK-HDMI,2,75.45,south
2025-11-11,KEYCAP-SET,5,262.48,eu
2025-12-12,INVOICE-PAD,8,574.81,apac
2025-01-13,WIDGET-1,12,571.11,west
2025-02-14,WIDGET-PRO,2,63.01,east
2025-03-15,CABLE-USB,3,196.91,north
2025-04-16,DOCK-HDMI,3,164.38,south
2025-05-17,KEYCAP-SET,9,135.17,eu
2025-06-18,INVOICE-PAD,2,43.08,apac
2025-07-19,WIDGET-1,12,563.25,west
2025-08-20,WIDGET-PRO,1,53.49,east
2025-09-21,CABLE-USB,10,639.17,north
2025-10-22,DOCK-HDMI,10,97.17,south
2025-11-23,KEYCAP-SET,8,345.28,eu
2025-12-24,INVOICE-PAD,4,305.91,apac
2025-01-25,WIDGET-1,3,39.51,west
2025-02-26,WIDGET-PRO,7,364.66,east
2025-03-27,CABLE-USB,13,144.09,north
2025-04-28,DOCK-HDMI,11,252.33,south
2025-05-01,KEYCAP-SET,2,65.29,eu
2025-06-02,INVOICE-PAD,8,463.45,apac
2025-07-03,WIDGET-1,2,76.04,west
2025-08-04,WIDGET-PRO,1,15.00,east
2025-09-05,CABLE-USB,7,283.00,north
2025-10-06,DOCK-HDMI,5,24.41,south
2025-11-07,KEYCAP-SET,11,605.09,eu
2025-12-08,INVOICE-PAD,8,401.75,apac
2025-01-09,WIDGET-1,7,385.33,west
2025-02-10,WIDGET-PRO,4,278.93,east
2025-03-11,CABLE-USB,3,103.17,north
2025-04-12,DOCK-HDMI,10,137.51,south
2025-05-13,KEYCAP-SET,3,57.06,eu
2025-06-14,INVOICE-PAD,12,722.04,apac
2025-07-15,WIDGET-1,11,637.37,west
2025-08-16,WIDGET-PRO,5,112.92,east
2025-09-17,CABLE-USB,5,360.15,north
2025-10-18,DOCK-HDMI,5,332.90,south
2025-11-19,KEYCAP-SET,3,28.27,eu
2025-12-20,INVOICE-PAD,2,46.32,apac
2025-01-21,WIDGET-1,11,359.23,west
2025-02-22,WIDGET-PRO,13,958.47,east
2025-03-23,CABLE-USB,10,201.11,north
2025-04-24,DOCK-HDMI,9,428.37,south
2025-05-25,KEYCAP-SET,13,512.50,eu
2025-06-26,INVOICE-PAD,13,273.13,apac
2025-07-27,WIDGET-1,10,860.95,west
2025-08-28,WIDGET-PRO,1,35.21,east
2025-09-01,CABLE-USB,4,77.80,north
2025-10-02,DOCK-HDMI,10,686.37,south
2025-11-03,KEYCAP-SET,9,536.45,eu
2025-12-04,INVOICE-PAD,4,300.12,apac
2025-01-05,WIDGET-1,4,179.99,west
2025-02-06,WIDGET-PRO,11,802.09,east
2025-03-07,CABLE-USB,9,279.88,north
2025-04-08,DOCK-HDMI,9,710.71,south
2025-05-09,KEYCAP-SET,8,593.06,eu
2025-06-10,INVOICE-PAD,6,364.21,apac
2025-07-11,WIDGET-1,4,139.57,west
2025-08-12,WIDGET-PRO,10,592.08,east
2025-09-13,CABLE-USB,12,316.11,north
2025-10-14,DOCK-HDMI,7,270.58,south
2025-11-15,KEYCAP-SET,1,24.11,eu
2025-12-16,INVOICE-PAD,12,776.69,apac
2025-01-17,WIDGET-1,9,600.06,west
2025-02-18,WIDGET-PRO,8,72.51,east
2025-03-19,CABLE-USB,13,894.04,north
2025-04-20,DOCK-HDMI,3,164.83,south
2025-05-21,KEYCAP-SET,13,1081.33,eu
2025-06-22,INVOICE-PAD,11,786.47,apac
2025-07-23,WIDGET-1,4,272.47,west
2025-08-24,WIDGET-PRO,12,118.94,east
2025-09-25,CABLE-USB,1,13.59,north
2025-10-26,DOCK-HDMI,9,422.72,south
2025-11-27,KEYCAP-SET,2,38.42,eu
2025-12-28,INVOICE-PAD,12,506.41,apac
2025-01-01,WIDGET-1,13,1008.77,west
2025-02-02,WIDGET-PRO,13,83.86,east
2025-03-03,CABLE-USB,8,648.78,north
2025-04-04,DOCK-HDMI,11,700.80,south
2025-05-05,KEYCAP-SET,9,98.17,eu
2025-06-06,INVOICE-PAD,9,343.20,apac
2025-07-07,WIDGET-1,7,247.67,west
2025-08-08,WIDGET-PRO,8,74.36,east
2025-09-09,CABLE-USB,12,64.53,north
2025-10-10,DOCK-HDMI,8,638.68,south
2025-11-11,KEYCAP-SET,10,872.63,eu
2025-12-12,INVOICE-PAD,2,102.49,apac
2025-01-13,WIDGET-1,7,350.53,west
2025-02-14,WIDGET-PRO,3,105.93,east
2025-03-15,CABLE-USB,10,414.88,north
2025-04-16,DOCK-HDMI,11,864.96,south
2025-05-17,KEYCAP-SET,11,239.03,eu
2025-06-18,INVOICE-PAD,1,14.77,apac
2025-07-19,WIDGET-1,9,285.52,west
2025-08-20,WIDGET-PRO,11,211.99,east
2025-09-21,CABLE-USB,5,214.07,north
2025-10-22,DOCK-HDMI,11,452.59,south
2025-11-23,KEYCAP-SET,11,257.11,eu
2025-12-24,INVOICE-PAD,1,7.10,apac
2025-01-25,WIDGET-1,6,218.90,west
2025-02-26,WIDGET-PRO,4,103.75,east
2025-03-27,CABLE-USB,6,462.11,north
2025-04-28,DOCK-HDMI,10,700.26,south
2025-05-01,KEYCAP-SET,7,44.19,eu
2025-06-02,INVOICE-PAD,12,316.62,apac
2025-07-03,WIDGET-1,13,1135.43,west
2025-08-04,WIDGET-PRO,8,512.95,east
2025-09-05,CABLE-USB,9,451.52,north
2025-10-06,DOCK-HDMI,8,371.14,south
2025-11-07,KEYCAP-SET,12,708.71,eu
2025-12-08,INVOICE-PAD,7,280.10,apac
2025-01-09,WIDGET-1,6,98.27,west
2025-02-10,WIDGET-PRO,4,335.68,east
2025-03-11,CABLE-USB,9,93.11,north
2025-04-12,DOCK-HDMI,7,147.94,south
2025-05-13,KEYCAP-SET,13,1100.29,eu
2025-06-14,INVOICE-PAD,11,661.32,apac
2025-07-15,WIDGET-1,13,512.25,west
2025-08-16,WIDGET-PRO,5,396.42,east
2025-09-17,CABLE-USB,13,245.53,north
2025-10-18,DOCK-HDMI,10,736.97,south
2025-11-19,KEYCAP-SET,9,100.20,eu
2025-12-20,INVOICE-PAD,1,64.35,apac
2025-01-21,WIDGET-1,1,9.32,west
2025-02-22,WIDGET-PRO,12,256.08,east
2025-03-23,CABLE-USB,1,66.62,north
2025-04-24,DOCK-HDMI,13,354.73,south
2025-05-25,KEYCAP-SET,6,482.59,eu
2025-06-26,INVOICE-PAD,7,216.19,apac
2025-07-27,WIDGET-1,10,531.53,west
2025-08-28,WIDGET-PRO,3,63.59,east
2025-09-01,CABLE-USB,7,498.52,north
2025-10-02,DOCK-HDMI,3,100.97,south
2025-11-03,KEYCAP-SET,1,84.33,eu
2025-12-04,INVOICE-PAD,8,553.86,apac
2025-01-05,WIDGET-1,8,180.79,west
2025-02-06,WIDGET-PRO,12,805.27,east
2025-03-07,CABLE-USB,9,70.62,north
2025-04-08,DOCK-HDMI,8,433.25,south
2025-05-09,KEYCAP-SET,9,260.24,eu
2025-06-10,INVOICE-PAD,1,52.81,apac
2025-07-11,WIDGET-1,1,16.84,west
2025-08-12,WIDGET-PRO,9,613.39,east
2025-09-13,CABLE-USB,7,416.02,north
2025-10-14,DOCK-HDMI,9,453.02,south
2025-11-15,KEYCAP-SET,1,73.37,eu
2025-12-16,INVOICE-PAD,9,68.19,apac
2025-01-17,WIDGET-1,8,57.35,west
2025-02-18,WIDGET-PRO,8,35.49,east
2025-03-19,CABLE-USB,11,534.08,north
2025-04-20,DOCK-HDMI,4,312.33,south
2025-05-21,KEYCAP-SET,13,293.48,eu
2025-06-22,INVOICE-PAD,4,235.66,apac
2025-07-23,WIDGET-1,5,323.00,west
2025-08-24,WIDGET-PRO,13,957.73,east
2025-09-25,CABLE-USB,10,355.38,north
2025-10-26,DOCK-HDMI,1,75.25,south
2025-11-27,KEYCAP-SET,8,331.55,eu
2025-12-28,INVOICE-PAD,13,479.32,apac
2025-01-01,WIDGET-1,5,150.26,west
2025-02-02,WIDGET-PRO,1,77.55,east
2025-03-03,CABLE-USB,12,459.47,north
2025-04-04,DOCK-HDMI,12,535.08,south
2025-05-05,KEYCAP-SET,13,1030.76,eu
2025-06-06,INVOICE-PAD,9,504.44,apac
2025-07-07,WIDGET-1,2,154.73,west
2025-08-08,WIDGET-PRO,7,123.01,east
2025-09-09,CABLE-USB,10,36.67,north
2025-10-10,DOCK-HDMI,6,89.94,south
2025-11-11,KEYCAP-SET,2,170.43,eu
2025-12-12,INVOICE-PAD,10,709.66,apac
2025-01-13,WIDGET-1,13,558.58,west
2025-02-14,WIDGET-PRO,10,134.42,east
2025-03-15,CABLE-USB,1,27.64,north
2025-04-16,DOCK-HDMI,4,325.71,south
2025-05-17,KEYCAP-SET,13,598.62,eu
2025-06-18,INVOICE-PAD,11,426.39,apac
2025-07-19,WIDGET-1,1,60.12,west
2025-08-20,WIDGET-PRO,7,563.38,east
2025-09-21,CABLE-USB,8,117.39,north
2025-10-22,DOCK-HDMI,10,201.47,south
2025-11-23,KEYCAP-SET,3,129.65,eu
2025-12-24,INVOICE-PAD,3,231.35,apac
2025-01-25,WIDGET-1,13,818.56,west
2025-02-26,WIDGET-PRO,3,262.98,east
2025-03-27,CABLE-USB,3,207.96,north
2025-04-28,DOCK-HDMI,7,292.08,south
2025-05-01,KEYCAP-SET,13,637.77,eu
2025-06-02,INVOICE-PAD,1,83.40,apac
2025-07-03,WIDGET-1,9,670.87,west
2025-08-04,WIDGET-PRO,8,402.42,east
2025-09-05,CABLE-USB,2,34.51,north
2025-10-06,DOCK-HDMI,5,357.40,south
2025-11-07,KEYCAP-SET,3,64.72,eu
2025-12-08,INVOICE-PAD,4,177.40,apac
2025-01-09,WIDGET-1,12,962.07,west
2025-02-10,WIDGET-PRO,2,27.26,east
2025-03-11,CABLE-USB,13,315.38,north
2025-04-12,DOCK-HDMI,1,38.79,south
2025-05-13,KEYCAP-SET,11,217.67,eu
2025-06-14,INVOICE-PAD,3,85.09,apac
2025-07-15,WIDGET-1,1,33.60,west
2025-08-16,WIDGET-PRO,5,388.28,east
2025-09-17,CABLE-USB,2,154.93,north
2025-10-18,DOCK-HDMI,7,298.56,south
2025-11-19,KEYCAP-SET,6,183.04,eu
2025-12-20,INVOICE-PAD,2,14.06,apac
2025-01-21,WIDGET-1,4,189.26,west
2025-02-22,WIDGET-PRO,8,553.03,east
2025-03-23,CABLE-USB,7,93.87,north
2025-04-24,DOCK-HDMI,9,101.72,south
2025-05-25,KEYCAP-SET,4,55.90,eu
2025-06-26,INVOICE-PAD,8,454.22,apac
2025-07-27,WIDGET-1,7,294.25,west
2025-08-28,WIDGET-PRO,10,647.18,east
2025-09-01,CABLE-USB,2,43.93,north
2025-10-02,DOCK-HDMI,1,85.29,south
2025-11-03,KEYCAP-SET,12,407.14,eu
2025-12-04,INVOICE-PAD,8,427.85,apac
2025-01-05,WIDGET-1,8,139.81,west
2025-02-06,WIDGET-PRO,10,173.89,east
2025-03-07,CABLE-USB,4,15.75,north
2025-04-08,DOCK-HDMI,2,27.00,south
2025-05-09,KEYCAP-SET,3,238.21,eu
2025-06-10,INVOICE-PAD,4,123.07,apac
2025-07-11,WIDGET-1,10,607.97,west
2025-08-12,WIDGET-PRO,12,631.11,east
2025-09-13,CABLE-USB,9,438.90,north
2025-10-14,DOCK-HDMI,5,218.89,south
2025-11-15,KEYCAP-SET,6,223.27,eu
2025-12-16,INVOICE-PAD,1,82.60,apac
2025-01-17,WIDGET-1,1,58.05,west
2025-02-18,WIDGET-PRO,12,977.40,east
2025-03-19,CABLE-USB,7,37.33,north
2025-04-20,DOCK-HDMI,13,710.16,south
2025-05-21,KEYCAP-SET,1,43.51,eu
2025-06-22,INVOICE-PAD,11,755.13,apac
2025-07-23,WIDGET-1,13,152.31,west
2025-08-24,WIDGET-PRO,12,950.85,east
2025-09-25,CABLE-USB,7,560.87,north
2025-10-26,DOCK-HDMI,3,30.33,south
2025-11-27,KEYCAP-SET,9,567.85,eu
2025-12-28,INVOICE-PAD,7,612.37,apac
2025-01-01,WIDGET-1,11,232.43,west
2025-02-02,WIDGET-PRO,11,885.47,east
2025-03-03,CABLE-USB,6,345.59,north
2025-04-04,DOCK-HDMI,10,657.68,south
2025-05-05,KEYCAP-SET,4,185.52,eu
2025-06-06,INVOICE-PAD,8,388.50,apac
2025-07-07,WIDGET-1,5,235.34,west
2025-08-08,WIDGET-PRO,10,220.79,east
2025-09-09,CABLE-USB,13,912.16,north
2025-10-10,DOCK-HDMI,5,295.70,south
2025-11-11,KEYCAP-SET,4,101.09,eu
2025-12-12,INVOICE-PAD,3,62.97,apac
2025-01-13,WIDGET-1,8,143.99,west
2025-02-14,WIDGET-PRO,2,121.05,east
2025-03-15,CABLE-USB,10,523.24,north
2025-04-16,DOCK-HDMI,9,543.37,south
2025-05-17,KEYCAP-SET,12,912.63,eu
2025-06-18,INVOICE-PAD,9,789.44,apac
2025-07-19,WIDGET-1,5,416.86,west
2025-08-20,WIDGET-PRO,9,776.77,east
2025-09-21,CABLE-USB,7,459.50,north
2025-10-22,DOCK-HDMI,5,318.62,south
2025-11-23,KEYCAP-SET,10,181.83,eu
2025-12-24,INVOICE-PAD,10,109.73,apac
2025-01-25,WIDGET-1,11,492.65,west
2025-02-26,WIDGET-PRO,7,57.02,east
2025-03-27,CABLE-USB,6,322.22,north
2025-04-28,DOCK-HDMI,13,602.70,south
2025-05-01,KEYCAP-SET,1,5.79,eu
2025-06-02,INVOICE-PAD,6,455.59,apac
2025-07-03,WIDGET-1,8,91.07,west
2025-08-04,WIDGET-PRO,1,74.54,east
2025-09-05,CABLE-USB,13,709.51,north
2025-10-06,DOCK-HDMI,6,217.13,south
2025-11-07,KEYCAP-SET,2,35.08,eu
2025-12-08,INVOICE-PAD,13,314.59,apac
2025-01-09,WIDGET-1,10,438.97,west
2025-02-10,WIDGET-PRO,10,507.92,east
2025-03-11,CABLE-USB,2,48.36,north
2025-04-12,DOCK-HDMI,4,270.74,south
2025-05-13,KEYCAP-SET,4,232.69,eu
2025-06-14,INVOICE-PAD,2,61.61,apac
2025-07-15,WIDGET-1,10,845.00,west
2025-08-16,WIDGET-PRO,8,429.42,east
2025-09-17,CABLE-USB,1,72.71,north
2025-10-18,DOCK-HDMI,6,431.85,south
2025-11-19,KEYCAP-SET,7,598.87,eu
2025-12-20,INVOICE-PAD,4,37.24,apac
2025-01-21,WIDGET-1,7,310.56,west
2025-02-22,WIDGET-PRO,12,281.54,east
2025-03-23,CABLE-USB,6,82.78,north
2025-04-24,DOCK-HDMI,9,686.29,south
2025-05-25,KEYCAP-SET,12,912.11,eu
2025-06-26,INVOICE-PAD,11,905.37,apac
2025-07-27,WIDGET-1,8,423.29,west
2025-08-28,WIDGET-PRO,1,75.25,east
2025-09-01,CABLE-USB,12,110.48,north
2025-10-02,DOCK-HDMI,7,182.78,south
2025-11-03,KEYCAP-SET,9,310.03,eu
2025-12-04,INVOICE-PAD,8,210.12,apac
2025-01-05,WIDGET-1,4,41.89,west
2025-02-06,WIDGET-PRO,1,37.64,east
2025-03-07,CABLE-USB,7,565.01,north
2025-04-08,DOCK-HDMI,1,56.81,south
2025-05-09,KEYCAP-SET,2,30.20,eu
2025-06-10,INVOICE-PAD,8,695.93,apac
2025-07-11,WIDGET-1,1,67.17,west
2025-08-12,WIDGET-PRO,9,202.67,east
2025-09-13,CABLE-USB,12,435.62,north
2025-10-14,DOCK-HDMI,10,382.78,south
2025-11-15,KEYCAP-SET,8,636.76,eu
2025-12-16,INVOICE-PAD,13,258.28,apac
2025-01-17,WIDGET-1,1,34.31,west
2025-02-18,WIDGET-PRO,11,699.85,east
2025-03-19,CABLE-USB,5,312.03,north
2025-04-20,DOCK-HDMI,5,64.03,south
2025-05-21,KEYCAP-SET,6,520.29,eu
2025-06-22,INVOICE-PAD,13,987.05,apac
2025-07-23,WIDGET-1,9,271.68,west
2025-08-24,WIDGET-PRO,13,1062.94,east
2025-09-25,CABLE-USB,3,77.68,north
2025-10-26,DOCK-HDMI,1,3.88,south
2025-11-27,KEYCAP-SET,3,18.63,eu
2025-12-28,INVOICE-PAD,12,625.93,apac
2025-01-01,WIDGET-1,11,194.27,west
2025-02-02,WIDGET-PRO,8,313.70,east
2025-03-03,CABLE-USB,2,170.37,north
2025-04-04,DOCK-HDMI,7,434.16,south
2025-05-05,KEYCAP-SET,10,624.13,eu
2025-06-06,INVOICE-PAD,7,600.67,apac
2025-07-07,WIDGET-1,10,272.26,west
2025-08-08,WIDGET-PRO,9,437.23,east
2025-09-09,CABLE-USB,5,334.94,north
2025-10-10,DOCK-HDMI,8,98.83,south
2025-11-11,KEYCAP-SET,5,209.65,eu
2025-12-12,INVOICE-PAD,13,293.29,apac
2025-01-13,WIDGET-1,8,35.31,west
2025-02-14,WIDGET-PRO,13,1133.00,east
2025-03-15,CABLE-USB,4,45.67,north
2025-04-16,DOCK-HDMI,1,18.08,south
2025-05-17,KEYCAP-SET,7,304.46,eu
2025-06-18,INVOICE-PAD,4,250.03,apac
2025-07-19,WIDGET-1,13,364.44,west
2025-08-20,WIDGET-PRO,4,28.50,east
2025-09-21,CABLE-USB,10,858.22,north
2025-10-22,DOCK-HDMI,11,762.22,south
2025-11-23,KEYCAP-SET,11,549.79,eu
2025-12-24,INVOICE-PAD,3,135.70,apac
2025-01-25,WIDGET-1,1,51.19,west
2025-02-26,WIDGET-PRO,13,730.68,east
2025-03-27,CABLE-USB,8,446.18,north
2025-04-28,DOCK-HDMI,1,72.51,south
2025-05-01,KEYCAP-SET,2,88.84,eu
2025-06-02,INVOICE-PAD,13,306.64,apac
2025-07-03,WIDGET-1,1,20.16,west
2025-08-04,WIDGET-PRO,7,599.07,east
2025-09-05,CABLE-USB,6,363.51,north
2025-10-06,DOCK-HDMI,4,326.11,south
2025-11-07,KEYCAP-SET,5,281.41,eu
2025-12-08,INVOICE-PAD,5,273.19,apac
2025-01-09,WIDGET-1,1,74.62,west
2025-02-10,WIDGET-PRO,12,960.08,east
2025-03-11,CABLE-USB,8,182.43,north
2025-04-12,DOCK-HDMI,8,507.28,south
2025-05-13,KEYCAP-SET,5,427.94,eu
2025-06-14,INVOICE-PAD,12,926.86,apac
2025-07-15,WIDGET-1,8,322.63,west
2025-08-16,WIDGET-PRO,2,96.03,east
2025-09-17,CABLE-USB,9,127.22,north
2025-10-18,DOCK-HDMI,8,153.20,south
2025-11-19,KEYCAP-SET,3,192.84,eu
2025-12-20,INVOICE-PAD,3,74.13,apac
2025-01-21,WIDGET-1,13,1033.06,west
2025-02-22,WIDGET-PRO,12,152.58,east
2025-03-23,CABLE-USB,1,69.00,north
2025-04-24,DOCK-HDMI,8,558.51,south
2025-05-25,KEYCAP-SET,2,42.71,eu
2025-06-26,INVOICE-PAD,13,1023.93,apac
2025-07-27,WIDGET-1,12,191.45,west
2025-08-28,WIDGET-PRO,11,390.26,east
2025-09-01,CABLE-USB,13,1155.17,north
2025-10-02,DOCK-HDMI,2,12.39,south
2025-11-03,KEYCAP-SET,2,123.51,eu
2025-12-04,INVOICE-PAD,4,167.93,apac
2025-01-05,WIDGET-1,1,26.45,west
2025-02-06,WIDGET-PRO,9,678.75,east
2025-03-07,CABLE-USB,4,246.72,north
2025-04-08,DOCK-HDMI,9,505.65,south
2025-05-09,KEYCAP-SET,9,198.28,eu
2025-06-10,INVOICE-PAD,6,421.99,apac
2025-07-11,WIDGET-1,11,372.37,west
2025-08-12,WIDGET-PRO,3,28.82,east
2025-09-13,CABLE-USB,9,705.93,north
2025-10-14,DOCK-HDMI,2,165.17,south
2025-11-15,KEYCAP-SET,10,486.33,eu
2025-12-16,INVOICE-PAD,13,521.00,apac
2025-01-17,WIDGET-1,5,209.43,west
2025-02-18,WIDGET-PRO,12,963.46,east
2025-03-19,CABLE-USB,3,112.90,north
2025-04-20,DOCK-HDMI,3,64.05,south
2025-05-21,KEYCAP-SET,10,718.15,eu
2025-06-22,INVOICE-PAD,6,364.40,apac
2025-07-23,WIDGET-1,6,406.31,west
2025-08-24,WIDGET-PRO,11,527.58,east
